price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,size,type,paint_color,state
1,2001,volkswagen,passat,excellent,4 cylinders,gas,182000,clean,automatic,mid-size,coupe,silver,id
17990,2014,honda,accord ex-l coupe 2d,good,6 cylinders,gas,33959,clean,automatic,,coupe,,tn
18400,2017,ford,mustang ecoboost premium,good,,gas,66222,clean,automatic,,convertible,black,tn
23590,2014,nissan,370z touring coupe 2d,good,6 cylinders,gas,9479,clean,automatic,,coupe,white,tn
15500,2013,mercedes-benz,c-class c 250,good,,gas,71056,clean,automatic,,coupe,red,tn
16990,2017,honda,civic lx-p coupe 2d,good,,gas,30401,clean,automatic,,coupe,black,tn
20990,2015,infiniti,q60 journey coupe 2d,good,6 cylinders,gas,32846,clean,automatic,,coupe,,tn
20300,2011,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,64485,clean,other,,coupe,blue,tn
4800,2006,toyota,solara sle convertible,excellent,6 cylinders,gas,139806,clean,automatic,mid-size,convertible,white,ca
12990,2014,fiat,500c gq edition cabriolet,good,,gas,42424,clean,other,,convertible,white,tn
12590,2015,,Scion tC Hatchback Coupe 2D,good,,other,79529,clean,other,,coupe,red,tn
25990,2017,infiniti,q60 3.0t premium coupe,good,6 cylinders,gas,46580,clean,automatic,,coupe,blue,ca
19990,2014,cadillac,elr coupe 2d,good,,electric,78285,clean,other,,coupe,,ca
29700,2017,ford,mustang gt coupe 2d,good,8 cylinders,gas,18188,clean,automatic,,coupe,black,ca
16790,2013,mercedes-benz,c-class c 250,good,,gas,42930,clean,automatic,,coupe,black,ca
2795,1993,mazda,mx-3 gs,good,6 cylinders,gas,119564,clean,manual,compact,coupe,purple,mn
21990,2014,ford,mustang,excellent,8 cylinders,gas,,clean,automatic,mid-size,coupe,silver,ca
5995,2012,hyundai,veloster,excellent,,gas,,clean,automatic,,coupe,red,ca
19900,2013,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,57210,clean,other,,coupe,black,tn
25590,2010,mercedes-benz,cl-class cl 550,good,8 cylinders,gas,52803,clean,automatic,,coupe,grey,tn
19990,2016,honda,accord ex-l coupe 2d,good,,gas,16268,clean,automatic,,coupe,,tn
29990,2012,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,40555,clean,other,,coupe,white,tn
20700,2017,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,37806,clean,other,,coupe,red,tn
5500,2003,bmw,z4 3.0i,good,6 cylinders,gas,92000,clean,manual,sub-compact,convertible,blue,id
0,2017,toyota,86 2.0l,like new,4 cylinders,gas,35266,clean,automatic,compact,coupe,black,tn
19690,2012,lexus,is 250c convertible 2d,good,6 cylinders,gas,66905,clean,other,,convertible,silver,tn
14900,2012,ford,mustang coupe 2d,good,6 cylinders,gas,44942,clean,other,,coupe,black,tn
16990,2011,bmw,3 series 328i convertible 2d,good,,other,34578,clean,automatic,,convertible,silver,tn
19590,2018,honda,civic lx-p coupe 2d,good,,gas,3009,clean,automatic,,coupe,,tn
24990,2017,mazda,mx-5 miata rf grand,good,,gas,7048,clean,other,,convertible,red,tn
17300,2012,cadillac,cts 3.6 coupe 2d,good,6 cylinders,gas,87472,clean,other,,coupe,black,tn
16950,1977,mercedes-benz,benz 450 sl,excellent,8 cylinders,gas,128377,clean,automatic,compact,convertible,red,ca
19500,2012,nissan,370z coupe 2d,good,6 cylinders,gas,60126,clean,other,,coupe,black,ca
10950,2015,,Scion tc,excellent,,gas,66626,clean,automatic,compact,coupe,black,il
5750,1974,mercedes-benz,benz 450sl,excellent,8 cylinders,gas,231000,clean,automatic,compact,convertible,green,il
18690,2017,fiat,124 spider classica,good,,gas,35041,clean,other,,convertible,grey,tn
0,2016,dodge,challenger sxt plus coupe,like new,6 cylinders,gas,33912,clean,automatic,compact,coupe,white,tn
29990,2017,mercedes-benz,e-class e 400,good,6 cylinders,gas,22674,clean,other,,coupe,grey,tn
19900,2016,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,31375,clean,other,,coupe,grey,tn
18790,2013,infiniti,g g37x coupe 2d,good,6 cylinders,gas,66493,clean,automatic,,coupe,blue,tn
24900,2019,honda,civic si coupe 2d,good,,gas,5058,clean,other,,coupe,black,tn
22990,1989,ford,mustang,excellent,8 cylinders,gas,15350,clean,automatic,,convertible,blue,il
22900,2013,nissan,370z coupe 2d,good,6 cylinders,gas,10568,clean,automatic,,coupe,black,tn
15900,2015,ford,mustang v6 coupe 2d,good,6 cylinders,gas,69137,clean,other,,coupe,silver,tn
16990,2012,infiniti,g g37 coupe 2d,good,6 cylinders,gas,69210,clean,automatic,,coupe,silver,tn
20500,2016,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,21843,clean,other,,coupe,grey,tn
16590,2016,ford,mustang v6 coupe 2d,good,6 cylinders,other,60336,clean,automatic,,coupe,black,tn
2495,1993,mercury,capri convertible,excellent,4 cylinders,gas,93,clean,automatic,,coupe,grey,mn
19990,2014,cadillac,elr coupe 2d,good,,gas,74975,clean,other,,coupe,silver,ca
22990,2014,cadillac,elr coupe 2d,good,,gas,42669,clean,other,,coupe,silver,ca
28000,1970,chevrolet,chevelle,excellent,8 cylinders,gas,,clean,automatic,full-size,coupe,red,il
1500,1992,pontiac,firebird,good,6 cylinders,gas,144555,clean,automatic,full-size,coupe,custom,nm
26900,2015,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,26476,clean,other,,coupe,silver,ca
2500,2013,ford,mustang,excellent,6 cylinders,gas,62000,clean,automatic,compact,coupe,grey,tn
4995,2009,chrysler,sebring,,,gas,130464,clean,automatic,,convertible,blue,vt
99,1987,mercedes-benz,500-class,,,gas,56649,clean,automatic,full-size,convertible,silver,vt
37711,2019,dodge,challenger,,8 cylinders,gas,2116,clean,automatic,,coupe,grey,ca
19000,2002,pontiac,firebird convertible,like new,,gas,71118,clean,manual,compact,convertible,red,nm
22499,2018,dodge,challenger sxt automatic,,,gas,27372,clean,automatic,,coupe,grey,tn
2500,2002,toyota,solara,fair,6 cylinders,gas,187000,clean,automatic,compact,coupe,black,nm
1800,2002,volkswagen,beetle,excellent,4 cylinders,gas,148000,clean,automatic,compact,coupe,black,mn
1000,2001,ford,escort zx2,fair,4 cylinders,gas,86000,missing,automatic,compact,coupe,grey,nm
26590,2017,bmw,4 series 440i coupe 2d,good,,gas,65447,clean,automatic,,coupe,grey,ca
25990,2015,bmw,2 series m235i convertible,good,,gas,28459,clean,other,,convertible,grey,ca
23590,2019,ford,mustang ecoboost coupe 2d,good,,gas,8562,clean,other,,coupe,black,ca
28990,2017,lexus,rc 350 coupe 2d,good,6 cylinders,gas,45890,clean,automatic,,coupe,silver,ca
15000,2013,ford,mustang gt,excellent,8 cylinders,gas,80600,clean,manual,,coupe,black,nm
18000,2002,honda,s2000,excellent,4 cylinders,gas,97000,clean,manual,compact,convertible,silver,ca
3400,2003,mercedes-benz,benz clk 320,excellent,6 cylinders,gas,182,clean,automatic,mid-size,coupe,silver,ca
26000,2015,bmw,435i m sport package,excellent,6 cylinders,gas,47100,clean,automatic,full-size,coupe,blue,ca
4000,1981,,Oldsmobile Toronado,excellent,8 cylinders,gas,87000,clean,automatic,full-size,coupe,custom,il
9988,2008,audi,tt 81k miles with 26 service records,excellent,6 cylinders,gas,81516,clean,automatic,,convertible,silver,ca
7988,2008,audi,a4,excellent,6 cylinders,gas,87268,clean,automatic,compact,convertible,grey,ca
8988,2007,audi,s4,excellent,8 cylinders,gas,90086,clean,automatic,sub-compact,convertible,black,ca
8988,2011,audi,a5,excellent,4 cylinders,gas,113484,clean,automatic,sub-compact,coupe,white,ca
20487,2017,dodge,challenger,,6 cylinders,gas,22471,clean,automatic,,coupe,white,ca
21995,2018,dodge,challenger,excellent,6 cylinders,gas,18103,clean,automatic,mid-size,coupe,white,nc
3800,2003,mini,cooper hardtop,good,,gas,165200,clean,manual,compact,coupe,silver,nm
14000,2005,ford,mustang convertible gt,excellent,8 cylinders,gas,45000,clean,automatic,,convertible,red,vt
2995,2003,honda,civic,excellent,4 cylinders,gas,132000,clean,automatic,,coupe,,il
15500,2013,mercedes-benz,c-class c 250,good,,gas,71056,clean,automatic,,coupe,red,nc
17000,2007,chevrolet,corvette,good,8 cylinders,gas,108900,clean,automatic,,coupe,red,nc
10900,1992,chevrolet,corvette convertible clean loaded low mi,excellent,8 cylinders,gas,75499,clean,automatic,mid-size,convertible,red,il
56000,,,LC,,8 cylinders,gas,20589,clean,automatic,,coupe,red,ny
9995,2003,ford,thunderbird premium with removable top,,,gas,135729,,automatic,,convertible,black,nc
11497,2014,volkswagen,eos,excellent,,gas,117288,clean,automatic,,convertible,black,ny
52000,2017,chevrolet,corvette z51,like new,8 cylinders,gas,4000,clean,automatic,mid-size,convertible,black,ny
4550,2009,ford,focus,excellent,6 cylinders,gas,,clean,automatic,mid-size,coupe,black,ny
12200,2014,ford,mustang v6 convertible 2d,good,6 cylinders,gas,78000,clean,automatic,,convertible,red,id
4000,2005,honda,civic,good,5 cylinders,gas,,rebuilt,automatic,compact,coupe,blue,nc
16990,2017,honda,civic lx-p coupe 2d,good,,gas,30401,clean,automatic,,coupe,,nc
19590,2018,ford,mustang ecoboost coupe 2d,good,,gas,22449,clean,other,,coupe,red,oh
18500,2015,ford,mustang ecoboost coupe 2d,good,,gas,52425,clean,automatic,,coupe,grey,oh
11000,2013,mini,cooper coupe sport,excellent,4 cylinders,gas,39800,clean,manual,compact,coupe,grey,ny
15999,2017,honda,civic lx,good,,other,60000,clean,automatic,,coupe,,ca
39995,2015,chevrolet,corvette,,8 cylinders,gas,2060,clean,automatic,,coupe,blue,ca
7750,2008,nissan,altima 2.5s,like new,4 cylinders,gas,19000,clean,automatic,mid-size,coupe,blue,ca
36488,2018,jeep,wrangler unlimited,,,gas,26506,clean,automatic,,convertible,white,id
19700,1999,bmw,z3 coupe 2.8 hardtop,excellent,6 cylinders,gas,47600,clean,manual,,coupe,silver,ny
7914,2014,fiat,500 pop,like new,4 cylinders,gas,50751,clean,automatic,,coupe,white,ca
39997,2017,dodge,challenger,excellent,,gas,18576,clean,automatic,,coupe,,ny
92497,1969,dodge,coronet,excellent,,gas,64510,clean,automatic,,coupe,green,ny
39995,2015,ford,mustang gt,,8 cylinders,gas,16536,clean,manual,,coupe,,nc
16000,1997,chevrolet,corvette,excellent,8 cylinders,gas,36500,clean,automatic,full-size,coupe,black,ny
8999,2006,bmw,325ci,excellent,6 cylinders,gas,107754,clean,manual,,convertible,,ca
13500,2001,chevrolet,corvette convertible,excellent,8 cylinders,gas,79744,rebuilt,manual,full-size,convertible,black,il
5500,1994,lincoln,mark viii,excellent,8 cylinders,gas,101500,clean,automatic,full-size,coupe,black,il
13990,2013,dodge,challenger,,,gas,81775,clean,automatic,,coupe,,tn
8500,2010,ford,mustang pony package,excellent,6 cylinders,gas,150000,clean,automatic,,coupe,white,ks
8499,2010,mini,cooper s clubman,excellent,4 cylinders,gas,44358,clean,automatic,mid-size,coupe,black,tn
12500,1998,ford,mustand,like new,8 cylinders,gas,47000,clean,manual,mid-size,convertible,red,il
13995,2011,infiniti,g37,,,gas,83523,clean,automatic,,convertible,,ks
5900,1998,chevrolet,camaro,excellent,6 cylinders,gas,115000,clean,automatic,mid-size,coupe,red,mn
16985,2013,infiniti,g37 coupe,excellent,,gas,112061,clean,manual,,coupe,white,ca
5999,2006,chevrolet,monte carlo lt 3.5l,excellent,6 cylinders,gas,137021,clean,automatic,,coupe,,ca
4999,2001,toyota,celica gt,excellent,4 cylinders,gas,167181,clean,automatic,,coupe,,ca
16500,2010,audi,s4 quattro,excellent,6 cylinders,gas,127000,clean,automatic,mid-size,coupe,grey,mn
2750,1958,mercury,monterey,,,gas,,missing,automatic,full-size,coupe,white,ks
5595,2010,mini,cooper,good,4 cylinders,gas,96957,clean,automatic,sub-compact,coupe,grey,ny
2895,1995,chevrolet,camaro,excellent,6 cylinders,gas,161000,clean,automatic,mid-size,coupe,white,ca
12000,1992,chevrolet,corvette convertible,excellent,8 cylinders,gas,36400,clean,automatic,mid-size,convertible,white,mn
2495,2002,volkswagen,cabrio,excellent,4 cylinders,gas,171000,clean,automatic,compact,convertible,silver,ca
2995,2001,ford,mustang,excellent,6 cylinders,gas,138000,clean,automatic,mid-size,coupe,brown,ca
5999,2006,honda,civic ex,excellent,4 cylinders,gas,173425,clean,automatic,,coupe,,ca
9999,1995,bmw,8 series 840ci,excellent,8 cylinders,gas,122563,clean,automatic,,coupe,,ca
5999,2002,ford,mustang deluxe,excellent,6 cylinders,gas,84316,clean,automatic,,coupe,,ca
14999,2010,chevrolet,camaro 2lt,excellent,6 cylinders,gas,93714,clean,automatic,,coupe,,ca
15999,2016,dodge,challenger sxt,excellent,6 cylinders,gas,74950,clean,automatic,,coupe,,ca
8999,2006,bmw,325ci,excellent,6 cylinders,gas,107754,clean,manual,,convertible,,ca
2595,2001,,VLKSWAGEN CABRIO,good,4 cylinders,gas,142000,clean,automatic,compact,convertible,white,ca
2995,2001,volkswagen,beetle,excellent,4 cylinders,gas,131000,clean,automatic,compact,coupe,silver,ca
2700,2002,honda,civic ex,fair,4 cylinders,gas,,clean,automatic,,coupe,,ny
2395,1999,saturn,sport coupe,good,4 cylinders,gas,140000,clean,automatic,compact,coupe,red,ca
8995,2012,bmw,328i xdrive awd,excellent,6 cylinders,gas,148373,clean,automatic,mid-size,coupe,black,ca
5999,2006,chevrolet,monte carlo lt 3.5l,excellent,6 cylinders,gas,137021,clean,automatic,,coupe,,ca
4999,2001,toyota,celica gt,excellent,4 cylinders,gas,167181,clean,automatic,,coupe,,ca
65000,2017,nissan,gt-r,,6 cylinders,gas,12557,clean,automatic,,coupe,orange,ny
9999,1995,bmw,8 series 840ci,excellent,8 cylinders,gas,122563,clean,automatic,,coupe,,ca
5999,2002,ford,mustang deluxe,excellent,6 cylinders,gas,84316,clean,automatic,,coupe,,ca
8999,2006,bmw,325ci,excellent,6 cylinders,gas,107754,clean,manual,,convertible,,ca
14999,2010,chevrolet,camaro 2lt,excellent,6 cylinders,gas,93714,clean,automatic,,coupe,,ca
15999,2016,dodge,challenger sxt,excellent,6 cylinders,gas,74950,clean,automatic,,coupe,,ca
6200,2009,honda,accord,good,6 cylinders,gas,148000,clean,manual,compact,coupe,black,nc
9988,2012,honda,accord - sunroof - leather and heated seats,excellent,6 cylinders,gas,,clean,automatic,compact,coupe,red,ca
59977,2013,,Porsche 911,good,,gas,36500,clean,other,mid-size,convertible,custom,mn
11500,1992,,Corvette,excellent,8 cylinders,gas,67000,clean,manual,mid-size,coupe,green,ny
39997,2017,dodge,challenger,excellent,,gas,18576,clean,automatic,,coupe,,ny
14000,1996,ford,mustang cobra svt,excellent,8 cylinders,gas,19400,clean,manual,full-size,coupe,black,ny
11000,2001,chevrolet,camaro ss,good,8 cylinders,gas,89000,clean,automatic,full-size,convertible,red,ny
12000,2011,audi,a5 2.0t quattro,like new,4 cylinders,gas,83450,clean,automatic,,convertible,black,ny
5995,2012,fiat,500c,excellent,4 cylinders,gas,83,clean,automatic,compact,convertible,red,ny
5995,2010,mini,cooper convertible,excellent,4 cylinders,gas,72,clean,manual,compact,convertible,red,ny
10988,2016,hyundai,veloster,,,gas,64511,clean,manual,compact,coupe,black,ca
8850,2000,ford,mustang gt,excellent,8 cylinders,gas,172850,clean,manual,,coupe,orange,nc
3800,1975,mercedes-benz,bemba 450sl,good,8 cylinders,gas,139000,clean,manual,,coupe,blue,ca
8988,2011,bmw,328i hard top convertible - navi - brand new tires,excellent,6 cylinders,gas,,clean,automatic,sub-compact,convertible,black,ca
24988,2015,dodge,challenger,like new,8 cylinders,gas,37000,clean,manual,full-size,coupe,red,ks
0,2018,chevrolet,camaro,excellent,8 cylinders,gas,14240,clean,automatic,compact,convertible,white,ks
46000,1969,pontiac,gto,excellent,8 cylinders,gas,62848,clean,manual,full-size,coupe,blue,ny
6000,2009,volvo,c70,good,4 cylinders,gas,116357,rebuilt,automatic,mid-size,convertible,black,ks
16888,2015,chevrolet,camaro,,6 cylinders,gas,55483,clean,automatic,,coupe,red,mn
3733,2005,ford,mustang,,6 cylinders,gas,202999,clean,automatic,,convertible,silver,mn
14988,2015,bmw,228i convertible - rwd - back up camera -,excellent,4 cylinders,gas,,clean,automatic,sub-compact,convertible,black,ca
41000,2006,dodge,viper convertible,like new,10 cylinders,gas,9136,clean,manual,,convertible,red,ny
5295,1989,chevrolet,corvette,good,8 cylinders,gas,90000,clean,automatic,compact,coupe,blue,ny
5999,2006,chevrolet,monte carlo lt 3.5l,excellent,6 cylinders,gas,137021,clean,automatic,,coupe,,ca
4999,2001,toyota,celica gt,excellent,4 cylinders,gas,167181,clean,automatic,,coupe,,ca
15999,2016,dodge,challenger sxt,excellent,6 cylinders,gas,74950,clean,automatic,,coupe,,ca
14999,2010,chevrolet,camaro 2lt,excellent,6 cylinders,gas,93714,clean,automatic,,coupe,,ca
8999,2006,bmw,325ci,excellent,6 cylinders,gas,107754,clean,manual,,convertible,,ca
8950,1964,ford,thunderbird,excellent,8 cylinders,gas,24116,clean,automatic,full-size,coupe,white,ny
5999,2002,ford,mustang deluxe,excellent,6 cylinders,gas,84316,clean,automatic,,coupe,,ca
9999,1995,bmw,8 series 840ci,excellent,8 cylinders,gas,122563,clean,automatic,,coupe,,ca
14988,2010,nissan,370z,like new,6 cylinders,gas,72000,clean,manual,full-size,coupe,grey,ks
46900,1950,,studebaker,like new,8 cylinders,gas,1500,clean,automatic,full-size,convertible,red,ny
5950,2008,honda,civic coupe,excellent,4 cylinders,gas,133837,clean,automatic,,coupe,blue,ca
6700,2017,kia,rio,excellent,4 cylinders,gas,112600,clean,automatic,compact,coupe,red,co
38995,2017,bmw,440,,6 cylinders,gas,28880,clean,automatic,,convertible,grey,ny
14000,1976,chrysler,cordoba,excellent,8 cylinders,gas,51000,clean,automatic,,coupe,white,ny
11999,2005,,Porsche Boxster,,6 cylinders,gas,73218,clean,manual,,coupe,,co
23356,2009,ford,shelby gt500,good,8 cylinders,gas,60569,clean,manual,mid-size,convertible,black,mn
11500,1953,,Oldsmobile rocket 88,excellent,8 cylinders,gas,15201,clean,manual,full-size,coupe,blue,co
19999,2000,pontiac,trans am ws6 conv,like new,8 cylinders,gas,16450,clean,automatic,mid-size,convertible,red,ny
10947,2007,nissan,350z,good,6 cylinders,gas,58779,clean,manual,mid-size,convertible,silver,mn
24000,2017,toyota,86,new,4 cylinders,gas,9000,clean,automatic,mid-size,coupe,black,co
129999,1959,cadillac,series 62 convertible,,8 cylinders,gas,79561,clean,automatic,,coupe,,co
5500,2005,subaru,legacy gt turbo,good,,gas,154000,clean,automatic,compact,coupe,white,co
4500,2004,bmw,325ci e46,good,6 cylinders,gas,140000,clean,automatic,compact,convertible,silver,ca
10850,2012,audi,a4 quattro,excellent,4 cylinders,gas,80000,clean,automatic,,coupe,silver,nc
32995,2017,bmw,430,,4 cylinders,gas,37203,clean,automatic,,convertible,white,ny
6500,1972,cadillac,eldorado,excellent,8 cylinders,gas,105000,clean,automatic,full-size,coupe,yellow,ny
24975,1971,chevrolet,corvette,excellent,8 cylinders,gas,,clean,manual,compact,coupe,red,ny
3495,2006,chevrolet,cobalt ls,good,8 cylinders,gas,138453,clean,automatic,compact,coupe,grey,ny
17250,2017,ford,mustang convertible,like new,6 cylinders,gas,33029,clean,automatic,full-size,convertible,red,ny
10350,2003,mercedes-benz,sl500,good,8 cylinders,gas,122028,clean,automatic,mid-size,convertible,black,ny
20700,2017,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,37806,clean,other,,coupe,red,oh
9995,1981,pontiac,trans am,excellent,8 cylinders,gas,68000,clean,automatic,full-size,coupe,,ny
3995,2008,mitsubishi,eclipse gs,good,4 cylinders,gas,149462,clean,automatic,mid-size,coupe,orange,ny
3495,2006,honda,accord ex v-6 coupe #37,,,gas,182513,clean,automatic,,coupe,,oh
3500,2004,volkswagen,beetle,good,4 cylinders,diesel,,clean,manual,,coupe,blue,oh
4500,2007,,2007 scion tc,good,4 cylinders,gas,160000,clean,manual,compact,coupe,black,oh
9999,2011,audi,a5 2.0t premium,,4 cylinders,gas,101568,clean,automatic,,coupe,,co
9800,2013,honda,civic coupe,excellent,4 cylinders,gas,84660,clean,automatic,mid-size,coupe,red,oh
